time,lat,lon,alt,reducedChi2,PdBW,mask
75761.326331686,30.70850321,-95.20921579,13544.26,0.39,5.1,0x3f20
75761.327838126,30.7056292,-95.21260474,13646.68,2.34,8.4,0x2e28
75761.328528941,30.70781743,-95.20969128,13608.72,0.14,8.1,0x3f20
75761.329293407,30.70031305,-95.21086813,13229.22,0.85,5.8,0x3e28
75761.329663896,30.70838342,-95.21185827,13549.98,0.22,6.3,0x3e28
75761.376845293,30.6766932,-95.23536714,7438.51,1.54,1.8,0x3c28
75761.387755948,30.70141301,-95.2177756,10885.53,0.19,6.9,0x3628
75761.387895477,30.68873561,-95.21935963,14258.85,2.2,15.2,0x3f08
75761.388244822,30.17608818,-95.33276992,9719.9,1.0,-0.9,0x2728
75761.388300613,29.76153813,-95.13301178,16378.05,2.25,-12.2,0x1d88
75761.450893858,30.69716753,-95.2248662,10366.56,0.52,7.7,0x3e28
75761.451212336,30.67851758,-95.22210479,11506.98,0.59,7.8,0x1e28
75761.451443212,30.70760471,-95.21054601,13637.58,0.11,1.0,0x1f20
75762.46836617,30.06337308,-91.88343915,10818.43,0.69,10.0,0x3c28
75762.483074256,30.6584913,-95.22106836,13127.57,0.12,8.1,0x3f28
75762.714772538,30.65940002,-95.22093937,8725.99,1.44,1.6,0x2e28
75762.742701049,30.67074683,-95.21485906,8907.76,0.25,0.8,0x3c28
75762.755389716,30.66808862,-95.20758557,8176.65,1.49,4.6,0x3e08
75762.758463814,30.63684078,-95.20549525,9051.19,4.1,7.6,0x3a28
75762.758586019,30.66852521,-95.20590784,9524.56,0.4,9.5,0x3e28
75762.803591901,30.66391293,-95.22536144,8646.5,0.19,-0.2,0x3c28
75762.880842181,30.71348184,-95.26394348,9317.75,0.18,8.0,0x3e28
75762.886148072,29.64914887,-95.44080224,75423.65,3.07,-10.0,0x3528
75762.88833236,30.7135822,-95.25737048,9468.37,0.13,9.5,0x3e28
75762.889088005,30.71653212,-95.25519543,9544.64,0.12,2.5,0x3c28
75762.89105036,30.70993704,-95.25463115,8953.8,4.37,9.1,0x3e08
75762.89331036,30.71930917,-95.25408186,9966.7,0.03,3.8,0x3c28
75762.894688719,30.71066113,-95.2558437,9741.48,0.15,13.2,0x2e28
75762.896366703,30.72332859,-95.2534328,10679.7,1.23,8.8,0x3e28
75762.93158348,30.63174252,-95.25124684,7422.73,0.63,8.4,0x3e08
75762.934625418,30.73021012,-95.24646624,10834.56,0.05,6.8,0x3e28
75762.934799557,30.71622479,-95.24936288,10620.99,0.62,12.4,0x3f28
75762.940911072,30.71912466,-95.24954233,12085.43,0.12,15.8,0x1b28
75762.946970554,30.72008029,-95.24810064,11027.56,0.26,3.9,0x3e28
75762.948624223,30.71716526,-95.24794239,11133.37,0.06,14.5,0x3e28
75762.950924608,30.71045209,-95.24728215,10830.83,0.8,6.8,0x3e28
75762.952233609,30.72202374,-95.24843754,11191.59,0.09,8.4,0x3f28
75762.9583615,30.71628389,-95.24860708,11410.21,0.02,16.5,0x3a28
75762.958966072,30.72608329,-95.24878164,11319.85,0.16,12.1,0x3e28
75762.96103474,30.72513376,-95.25098626,11360.8,0.17,10.2,0x3f28
75762.961697219,30.74317833,-95.24955364,10742.13,3.32,9.9,0x3e28
75763.135498641,30.6050244,-95.26079771,12557.03,0.3,8.2,0x3e28
75763.565871424,30.69783452,-95.22914906,9389.53,0.24,2.0,0x3c28
75763.5783939,30.69601124,-95.22872085,9255.48,0.13,13.5,0x3e28
75763.5883982,30.6976247,-95.23613634,8836.93,0.48,0.7,0x3c28
75763.93910151,28.69577377,-96.18302307,45297.11,3.75,-5.7,0x3528
75763.948586256,30.68813159,-95.17723582,13192.36,0.21,6.8,0x3e28
75763.960358172,30.66447409,-95.16747946,13698.36,4.54,8.9,0x3a28
75763.99318937,30.75003954,-95.15284975,17467.37,4.22,-0.4,0x2d28
75764.03004776,30.70318127,-95.15487929,12773.24,0.14,5.3,0x3a28
75764.035708058,30.69181297,-95.15786059,12984.74,1.51,2.9,0x3ea8
75764.041776075,30.70583366,-95.15399147,12759.85,0.13,1.8,0x3c28
75764.043615248,30.70300263,-95.15509323,12923.97,0.14,19.4,0x3e28
75764.071242681,30.70575003,-95.16372964,8011.48,0.45,8.3,0x3e28
75764.076045884,30.68947185,-95.17915486,12134.1,2.19,5.3,0x3e28
75764.080178443,30.69901151,-95.17652602,12647.37,1.53,9.5,0x3e28
75764.08094405,30.68452272,-95.17770915,12721.19,0.22,19.9,0x2f28
75764.081090809,30.67333091,-95.18040199,12710.22,0.95,6.1,0x3e20
75764.082452704,30.6813738,-95.1793424,12388.22,0.88,7.9,0x3d28
75764.083101896,30.68125851,-95.17858735,12773.04,0.68,10.0,0x3a28
75764.083233236,30.67584313,-95.1753446,10997.89,3.86,4.2,0x3628
75764.0846843,30.66087945,-95.18449673,8492.19,2.27,2.9,0x2ca8
75764.094349466,30.68173694,-95.17822337,12573.68,0.04,1.5,0x1e28
75764.095521912,30.67570218,-95.18062926,12691.42,0.24,0.5,0x3c28
75764.097737871,30.66433175,-95.17314479,10269.52,3.53,5.4,0x3a28
75764.098057531,30.68511193,-95.17729863,12813.07,0.98,11.6,0x3e28
75764.101931049,30.68201767,-95.17808747,12495.11,0.25,14.0,0x3e28
75764.104382177,30.71312048,-95.17604667,12516.45,2.52,-2.5,0x3928
75764.105764801,30.66674683,-95.18242819,12380.01,0.57,9.1,0x3e28
75764.106772999,30.68323897,-95.17820968,13910.58,1.72,9.4,0x3d28
75764.106879172,30.68292396,-95.18006626,13688.0,1.63,6.9,0x1f20
75764.107065084,30.69994389,-95.17621675,12881.95,1.47,20.8,0x3b28
75764.109017754,30.68046961,-95.17720803,12859.85,0.26,14.5,0x3e28
75764.133328175,30.69240289,-95.16958916,11320.93,0.06,11.7,0x3e28
75764.160229295,30.68285132,-95.17833896,12680.96,0.08,12.6,0x3e28
75764.171287841,30.70812526,-95.1367497,12016.87,0.79,9.3,0x3e28
75764.173787587,30.71286474,-95.13619803,11861.9,1.85,10.9,0x3f28
75764.174890298,30.68520768,-95.16856974,9940.69,1.03,7.2,0x3e28
75764.17579056,30.71027278,-95.13670985,11932.7,0.34,5.9,0x3e28
75764.177621095,30.71138387,-95.13937676,12111.82,0.04,17.5,0x3f28
75764.179801103,30.70995191,-95.13653375,11990.36,0.19,14.2,0x3e28
75764.183132548,30.71024764,-95.13556422,11849.33,0.03,9.4,0x2e28
75764.185888016,30.70817429,-95.13567132,11835.91,0.16,13.1,0x3f28
75764.187350593,30.71382501,-95.13021185,11752.31,0.07,18.6,0x3e28
75764.190495607,30.71766378,-95.1314487,12307.3,1.61,12.0,0x3f20
75764.196087903,30.70358262,-95.133259,11065.91,3.6,7.1,0x2e28
75764.197825852,30.70406951,-95.12932435,12175.51,2.95,9.1,0x3e08
75764.198891306,30.70586089,-95.13043801,11682.63,0.08,14.9,0x3e08
75764.199841095,30.70326777,-95.12513938,11934.06,0.19,10.3,0x3e28
75764.206468383,30.71692103,-95.13160973,12468.01,0.01,20.4,0x2e28
75764.210288802,30.71661069,-95.13246994,11002.33,0.61,12.5,0x1da8
75764.211123592,30.7133028,-95.13113958,10793.22,2.47,4.8,0x1e28
75764.212233475,30.71182963,-95.13297209,12330.6,0.14,5.7,0x3628
75764.214229984,30.71066919,-95.11532768,11471.43,0.29,5.3,0x1e28
75764.216630163,30.71916961,-95.11725176,11222.3,0.54,9.5,0x1e28
75764.216779526,30.70302571,-95.11912265,13513.28,2.19,11.0,0x3d28
75764.220006245,30.695456,-95.1151359,11652.38,0.12,5.9,0x3e28
75764.226945272,30.68837201,-95.11543191,11925.03,0.33,4.9,0x3e28
75764.229079637,30.69597194,-95.11476191,12827.29,4.53,8.5,0x3a28
75764.230829008,30.68562812,-95.11512004,11750.94,0.34,9.4,0x3a28
75764.231064596,30.69055166,-95.11474904,11957.23,0.25,10.3,0x3e28
75764.234522029,30.69101269,-95.11553199,11376.7,0.4,-0.2,0x3c28
75764.244535172,30.69422932,-95.16866101,10684.12,0.18,4.0,0x3c28
75764.278025991,30.68634394,-95.16889447,10642.46,0.53,12.6,0x3e28
75764.281045943,30.68879046,-95.16828784,10935.33,1.31,10.7,0x3e28
75764.412877968,30.69439135,-95.22911923,11478.33,0.67,8.2,0x3e28
75764.42500967,30.68878405,-95.23123549,11678.95,0.77,0.9,0x3c28
75764.440869936,30.68298449,-95.23521927,12284.91,0.1,10.5,0x3c28
75764.444947424,30.58840517,-94.59659168,277625.55,3.52,15.3,0x3f00
75764.478228412,30.68114334,-95.23602136,12619.63,0.3,6.8,0x3e28
75764.489954909,30.67020152,-95.23052671,12897.23,0.09,1.7,0x3e28
75764.493232099,30.67302429,-95.23103205,12910.12,0.08,17.9,0x3e28
75764.500996011,30.65085821,-95.22704317,15547.97,2.65,1.7,0x1e28
75764.501844443,30.69324088,-95.23675812,10919.44,0.27,7.8,0x2e28
75764.540807393,30.68898372,-95.23699048,10090.18,0.1,6.2,0x3e28
75764.568179962,30.66692015,-95.23048453,14323.23,0.08,8.6,0x3e28
75764.570419584,30.69309303,-95.23006782,9909.52,0.22,8.5,0x2e28
75764.593357988,30.68354662,-95.22375835,10780.35,0.89,1.7,0x3f28
75764.624461332,30.68923467,-95.25218675,10586.71,0.02,9.4,0x3e08
75764.624585129,31.36226931,-95.0676628,17214.89,3.62,6.3,0x23a8
75764.625700181,30.68984583,-95.23792491,9143.68,0.08,-1.3,0x3c28
75764.628987619,30.69084224,-95.25660395,10939.41,0.06,7.5,0x3a28
75764.647076032,30.71534429,-95.25180945,9739.39,1.91,9.1,0x3a28
75764.649709193,30.69025052,-95.25383928,10871.12,0.1,7.3,0x3e28
75764.651454011,30.69131489,-95.25407633,10985.78,0.22,-0.0,0x3c28
75764.652232365,30.69138871,-95.25308594,10824.92,0.32,2.0,0x3f28
75764.653051414,30.69077008,-95.25515966,11091.13,0.24,11.5,0x3e28
75764.653788006,30.69338512,-95.25569743,11036.52,0.02,7.9,0x1e28
75764.654650558,30.68956757,-95.25548848,10983.75,0.04,7.6,0x3e28
75764.65750556,30.69123062,-95.26194721,11288.17,0.61,-2.2,0x3c28
75764.657740607,30.69246501,-95.26224481,10923.84,0.04,9.2,0x3a28
75764.660738024,30.69283853,-95.26293031,11049.58,0.23,-3.3,0x3d28
75764.66235615,30.68827137,-95.26537709,11111.89,0.11,8.2,0x3e28
75764.662448025,30.69055262,-95.26346667,11262.46,1.18,5.6,0x3f28
75764.663466532,30.6849433,-95.26364376,10549.24,0.9,9.2,0x3e28
75764.663780977,30.6865064,-95.26428714,11238.7,0.05,10.2,0x3e28
75764.664553577,30.68933154,-95.26867224,7776.6,0.64,14.5,0x2b28
75764.664706579,30.69245969,-95.26360724,12375.41,0.64,23.3,0x2f28
75764.666051179,30.66199563,-95.24265564,9438.45,0.65,9.7,0x3a28
75764.667032445,29.31431821,-95.63012459,111413.12,4.88,-0.9,0x3720
75764.667038228,30.69836067,-95.2657972,11206.17,0.28,8.2,0x3a28
75764.667130927,30.69913735,-95.26647034,11223.93,0.62,7.2,0x3f28
75764.667292581,30.66956844,-95.23871548,10107.72,0.06,9.5,0x3e28
75764.667813062,30.68636913,-95.22404163,9148.13,0.31,16.2,0x3a28
75764.66807957,30.69087016,-95.26726317,11102.16,0.59,7.1,0x3e28
75765.801837658,30.91256007,-95.57718227,10867.18,0.03,3.6,0x3728
75765.80207845,30.91056,-95.57604632,10552.56,0.54,-4.7,0x3d28
75765.80863008,30.90975685,-95.57180005,10777.35,0.26,0.8,0x3c28
75765.811514212,30.91525253,-95.56895269,12289.79,2.55,4.0,0x3f28
75765.819421776,30.91373092,-95.56551401,11649.04,0.69,1.8,0x3c28
75765.825827526,30.91315012,-95.56463488,11594.48,0.38,5.7,0x3f28
75765.826755,30.91440935,-95.56510762,11606.73,0.4,7.9,0x3f28
75765.833597955,30.91496187,-95.5628856,11456.61,0.34,5.4,0x3f28
75765.834674189,30.90188917,-95.56793599,10445.09,3.51,-1.0,0x1f20
75765.836392264,30.91625264,-95.56303092,11674.24,0.16,7.5,0x3c28
75765.838600131,30.91064038,-95.56409416,11036.67,0.48,12.6,0x2f28
75765.838966577,30.90695006,-95.56480069,10268.12,0.79,6.1,0x3f28
75765.879471825,30.90423762,-95.55973812,11472.74,0.14,9.1,0x3e28
75765.879639261,30.90695823,-95.56227298,10435.23,1.87,11.2,0x3f28
75765.924969581,30.9130819,-95.57189847,11488.5,0.05,7.0,0x1f28
75765.92516955,30.90910251,-95.56268008,11766.67,0.0,-1.3,0x1d28
75767.934419041,30.6483155,-95.26504094,9455.64,0.07,8.0,0x2e28
75767.945742672,30.65865763,-95.26974222,10268.76,0.01,9.1,0x3a28
75767.949560906,30.65222577,-95.27287231,10021.33,0.26,-1.5,0x3c28
75767.950522391,30.70303777,-95.27086625,10858.59,0.03,11.9,0x3a28
75767.952147704,30.6498098,-95.27199757,10002.72,0.18,16.0,0x3e28
75767.954104303,30.66223992,-95.27100557,9775.79,0.07,12.8,0x2e28
75767.965957398,30.66235777,-95.26786575,9814.93,0.53,9.9,0x3f28
75767.966050541,30.67108901,-95.26734132,10218.83,0.75,8.5,0x3e28
75767.971190313,30.65822587,-95.26489367,9940.64,0.12,8.6,0x3e08
75767.984904833,30.65129358,-95.26931764,10005.91,0.12,5.4,0x2e28
75767.985183066,30.6525146,-95.26941434,9944.89,0.02,9.4,0x3e28
75767.990515573,30.65470067,-95.27145229,9843.74,0.58,8.8,0x3e08
75767.993572496,30.64976395,-95.27242819,10221.38,0.05,1.2,0x3c28
75768.013645822,30.64335851,-95.26072703,9723.1,1.14,5.5,0x3e28
75768.014932441,30.66111475,-95.26016297,9967.94,0.54,8.0,0x3f28
75768.022427013,30.6535229,-95.25790704,9629.97,0.42,7.5,0x3e28
75768.024016441,30.65617783,-95.25781073,9906.98,0.18,9.8,0x3e28
75768.047953746,30.65036149,-95.27409467,9414.53,4.41,-1.5,0x3c28
75768.048485847,30.65410442,-95.27306006,6790.69,1.59,11.5,0x3a28
75768.049015786,30.65665202,-95.27354391,9683.11,0.35,14.0,0x2e28
75768.051254792,30.639612,-95.27834449,8965.16,0.4,0.2,0x3c28
75768.051974898,30.66054565,-95.27553401,9296.31,1.51,10.6,0x3a28
75768.05626644,30.65812456,-95.2746426,9375.4,0.25,13.4,0x3f28
75768.062990561,30.66592223,-95.28038679,9092.88,2.01,3.6,0x3e28
75768.067384229,30.65187436,-95.28346423,9797.23,0.12,6.7,0x3e28
75768.069361596,30.65767815,-95.28314489,9703.7,0.25,0.5,0x3c28
75768.071754816,30.65707915,-95.28359609,9674.13,0.12,1.9,0x3c28
75768.07185334,30.65562073,-95.28448713,9426.65,0.57,10.7,0x3e28
75768.119463499,30.65138495,-95.26336604,9360.29,0.25,11.2,0x3e28
75768.121787183,30.64944748,-95.26303496,9452.46,0.01,2.4,0x3a28
75768.124265413,30.63898213,-95.26376532,9507.01,0.51,15.4,0x3e28
75768.126583099,30.63085631,-95.26833385,5050.99,1.6,-1.9,0x3c28
75768.127752339,30.64264694,-95.26453209,9147.02,0.06,8.9,0x3e28
75768.133136069,30.64254161,-95.2697129,8962.86,0.05,4.5,0x3e28
75768.138869089,30.64238682,-95.27220801,8488.93,1.56,8.4,0x3e28
75768.158645907,30.01284024,-91.86524154,19937.4,0.4,10.2,0x3c28
75768.178778827,30.0033263,-91.86784126,10311.38,0.14,7.8,0x3c28
75768.207611121,30.65695898,-95.26344116,9423.78,0.08,10.0,0x2728
75768.207762661,30.65004425,-95.25422305,7303.13,0.13,8.7,0x3c28
75768.495857102,29.99486918,-91.93250031,10974.4,3.37,9.6,0x3c28
75769.288219855,30.67902863,-95.21544296,12749.31,0.29,5.2,0x3e28
75769.292613203,30.67986149,-95.21275833,13366.35,0.2,11.6,0x3e28
75769.31124648,30.68369362,-95.20344244,13098.27,0.29,6.5,0x3e08
75769.311344899,30.68831758,-95.20599677,13591.37,0.47,8.2,0x3e28
75769.312459557,30.69353584,-95.20111048,13010.87,0.07,2.5,0x3c28
75769.315026438,30.69923495,-95.20162471,13151.75,0.4,14.2,0x3e08
75769.31523808,30.6815224,-95.20323361,12957.94,0.05,-0.8,0x3c28
75769.323685568,30.69444372,-95.20490898,13356.47,4.63,13.3,0x3f08
75769.332934833,30.6847424,-95.20336977,13782.81,1.23,-0.3,0x3c28
75769.333230906,30.67954972,-95.19764585,14493.22,1.89,10.7,0x2e28
75769.34012457,30.66627082,-95.2019738,12884.32,2.64,6.9,0x3a28
75769.343467556,30.71621347,-95.20655719,11820.28,0.43,12.1,0x3e08
75769.348409863,30.69740363,-95.2062054,13564.68,0.05,10.2,0x3e28
75769.352612494,30.69700399,-95.20296554,13563.48,0.44,16.3,0x3b28
75769.354133072,30.7031833,-95.20642291,12952.07,3.59,-4.0,0x3928
75769.359136972,30.70689055,-95.19206892,14188.28,2.72,22.9,0x3aa8
75769.364392229,30.67714221,-95.19071053,14230.48,0.48,18.5,0x3f28
75769.368455612,30.70920591,-95.19538559,13426.05,1.13,12.2,0x3e28
75769.368610565,30.67968742,-95.19605317,14175.98,1.0,12.3,0x3f20
75769.374923312,30.68281182,-95.19307356,13886.44,2.05,19.3,0x3ba8
75769.490633356,30.67498943,-95.19068421,14736.31,0.08,5.3,0x3e08
75769.499484411,30.68779822,-95.22240278,8701.73,0.2,5.8,0x3a28
75769.51699834,30.69345287,-95.21231599,9867.57,0.04,1.5,0x3c28
75769.517234077,30.69439043,-95.21806665,13399.49,0.08,7.2,0x3e28
75769.529542112,31.81769257,-94.84925848,31058.27,3.56,7.2,0x3328
75769.587437063,30.69448863,-95.21407334,10495.9,0.05,7.2,0x3628
75769.587773367,30.62540639,-95.23805247,12252.14,0.04,12.3,0x2e28
75769.977301702,30.72577059,-95.11727935,11479.68,0.06,-1.2,0x3c28
75769.978107316,30.73323655,-95.11525181,11330.16,0.1,1.8,0x3628
75769.992970892,30.72302255,-95.11899064,11753.35,0.34,7.0,0x3e28
75770.004264791,30.7323733,-95.12040242,12421.63,0.14,6.5,0x3e28
75770.004886396,30.72673362,-95.12278809,12743.1,0.18,3.1,0x3c28
75770.005147885,30.73078326,-95.12062204,12504.22,0.03,16.8,0x3e28
75770.025013592,30.75660558,-95.11818472,13080.16,1.85,6.1,0x3f28
75770.028671642,30.73924476,-95.1197111,13026.42,0.04,10.1,0x3e28
75770.029359627,30.76377431,-95.11629333,13372.09,4.01,7.1,0x3a28
75770.060893246,30.74860622,-95.11543608,13704.66,1.76,10.3,0x3f28
75770.137373005,30.78992843,-95.13278015,11961.01,4.88,21.0,0x3e20
75770.141654131,30.72225147,-95.14025329,12724.69,2.78,-3.5,0x3d28
75770.142831655,30.73388322,-95.13778688,12709.25,0.11,13.4,0x3e28
75770.146995747,30.75587641,-95.1343865,12446.24,0.41,18.2,0x1e28
75770.149247243,30.72958475,-95.12891524,12337.85,0.14,10.4,0x3e28
75770.150545619,30.70685988,-95.13497979,12572.95,1.12,22.3,0x3e20
75770.151761431,30.72949241,-95.14313524,12737.41,0.06,8.2,0x3e08
75770.152028754,30.73261115,-95.13934367,12428.33,0.07,14.3,0x3e28
75770.152582361,30.72784663,-95.13949503,14199.44,3.0,14.4,0x19a8
75770.188352735,30.72161633,-95.11140663,13039.89,0.69,9.9,0x3e28
75770.190018481,30.71899277,-95.10567702,12387.13,0.2,-0.5,0x3c28
75770.190332855,30.72282705,-95.10552407,12147.1,0.12,-0.7,0x3c28
75770.191022406,30.71793755,-95.10617212,12066.58,0.76,-0.5,0x3c28
75770.199905684,30.72526327,-95.10960388,12505.62,0.08,17.5,0x3a28
75770.203172919,30.72186099,-95.10962469,12125.14,2.2,15.8,0x3e28
75770.204345224,30.71354125,-95.11146864,12583.8,0.85,5.8,0x3f28
75770.204737005,30.73949073,-95.10270235,11746.29,4.46,8.9,0x3a28
75770.23125897,30.73383887,-95.11974614,9881.64,0.11,9.0,0x3e28
75770.231497452,30.7244834,-95.08830012,12983.35,0.15,0.5,0x3c28
75770.244686705,30.70639591,-95.07931343,13317.55,0.9,10.4,0x3e28
75770.250046885,30.62818677,-95.10186524,3339.61,4.45,0.1,0x2d28
75770.250287559,30.71813926,-95.07468492,12850.47,2.88,-1.4,0x3c28
75770.2518611,30.71430726,-95.07259705,12823.62,0.05,8.0,0x3e28
75770.25262001,30.699675,-95.07589296,13020.37,2.08,9.4,0x3e28
75770.255056162,30.71911293,-95.07208706,13247.14,1.02,3.4,0x3f28
75770.256005728,30.71075793,-95.0719323,12778.93,0.24,10.5,0x3e28
75770.256679496,30.69813501,-95.07451675,11904.57,3.44,10.3,0x3e28
75770.257698328,30.71476273,-95.08847975,14681.39,2.06,18.4,0x1f28
75770.258595087,30.71269087,-95.0765237,12596.53,0.98,19.7,0x2f28
75770.271990521,30.7064824,-95.07775456,13337.72,3.51,1.8,0x3d28
75770.274784425,30.70633994,-95.07622107,12727.12,1.98,-0.8,0x3c28
75770.275373039,30.6970685,-95.07150507,13375.25,0.08,8.9,0x3e28
75770.279992639,30.70474633,-95.07095436,13055.88,0.29,0.9,0x3c28
75770.284889288,30.70081359,-95.07430544,13246.1,0.03,18.2,0x3e28
75770.293212348,30.68771356,-95.07358424,12981.48,0.02,10.8,0x3a28
75770.30132115,30.6853309,-95.07457983,12903.07,0.03,3.6,0x3e20
75770.302466887,30.68682292,-95.07353141,13088.43,0.04,2.1,0x3c28
75770.307772696,30.68999224,-95.07285454,13167.03,0.07,17.2,0x3e28
75770.308099318,30.68796233,-95.0756162,12872.26,0.05,7.9,0x3e28
75770.330944268,30.73321391,-95.1269859,9353.31,0.06,6.3,0x2e28
75770.331304378,30.74292005,-95.12699609,9526.73,0.19,5.6,0x3e28
75770.331746099,30.74214136,-95.13179864,9464.95,0.07,-1.4,0x3c28
75770.331956401,30.7399014,-95.13422051,9541.86,0.14,6.5,0x3e28
75770.332200291,30.73106345,-95.13427785,9138.68,1.75,7.5,0x3e28
75770.362717072,30.73239421,-95.12156619,12724.74,0.39,-0.4,0x3c28
75770.36291936,30.74600849,-95.11725968,13604.49,0.1,7.6,0x3e28
75770.369465862,30.68822531,-95.06178604,13617.02,0.54,1.6,0x3d08
75770.37161556,30.69587415,-95.13260134,6498.67,0.24,6.8,0x3e28
75770.373204531,30.68557747,-95.06339989,13597.33,2.04,10.8,0x3e28
75770.374344502,30.72181866,-95.09329122,9350.99,0.42,9.0,0x3e28
75770.376267159,30.72154783,-95.11035877,10192.85,1.86,0.5,0x3c28
75770.377331888,30.67741894,-95.05889443,13140.83,0.13,9.7,0x3e28
75770.38099247,30.67603687,-95.06136206,13521.98,0.02,6.4,0x3e20
75770.385782234,30.67635177,-95.04781128,13039.53,0.03,7.8,0x3e28
75770.386217834,30.67819559,-95.05487687,13431.74,0.26,9.7,0x3e28
75770.387217087,30.7074265,-95.10356529,3671.01,0.28,6.6,0x3e08
75770.388338274,30.72048166,-95.11678101,6723.75,1.82,6.2,0x2e28
75770.393132342,30.67822449,-95.04365113,12268.5,0.29,8.6,0x3c28
75770.395007374,30.69003132,-95.04211321,13623.78,2.32,14.8,0x3e28
75770.395943556,30.67523576,-95.04906597,12613.2,0.56,18.8,0x3f28
75770.398373768,30.71225394,-95.1286886,6593.54,0.16,5.9,0x3e28
75770.406189616,30.65314672,-95.03605449,12494.72,0.13,8.6,0x3e08
75770.40894611,30.65816831,-95.03823869,12736.06,1.15,14.4,0x2f28
75770.409329683,30.65012917,-95.0361426,12847.69,0.07,15.3,0x3e28
75770.410151614,30.63955993,-95.03927432,12735.28,4.85,10.6,0x3c28
75770.412009221,30.65288302,-95.03928688,13073.52,2.68,1.4,0x3c28
75770.414565017,30.66264943,-95.03605285,12935.77,0.14,8.8,0x3e28
75770.415492839,30.69580569,-95.12594838,7246.76,0.19,9.4,0x2e28
75770.416187761,30.64739053,-95.03705399,12590.9,0.4,6.4,0x3a28
75770.417485114,30.65759599,-95.03341691,13244.15,3.95,21.0,0x3b28
75770.418109807,30.65619442,-95.03456606,12993.0,0.31,18.4,0x3f28
75770.419940491,30.71196339,-95.11560031,7232.29,0.04,10.8,0x3a28
75770.42336682,30.65659598,-95.03637156,12602.9,0.82,15.6,0x3f28
75770.433509171,30.68858508,-95.10752563,6733.18,0.31,6.2,0x3a28
75770.521868948,30.7410419,-95.11778468,12985.74,0.35,-0.1,0x3c28
75770.522311253,30.72341371,-95.10959847,9977.72,0.23,3.6,0x3628
75770.522365459,30.7445707,-95.1177796,13233.86,2.33,12.5,0x3e28
75770.522804962,30.71776637,-95.07652079,13045.75,0.04,17.8,0x3e28
75770.523206959,30.69596853,-95.07417643,13369.0,0.12,9.8,0x3e28
75770.52343634,30.56216619,-95.12942459,11465.53,2.14,8.3,0x2aa8
75770.523723616,30.67940152,-95.05608983,13585.66,0.38,0.1,0x3c28
75770.541580585,30.62799711,-95.02974331,11957.27,0.37,0.3,0x3c28
75770.542484276,30.64270781,-95.02464645,13397.03,2.89,16.3,0x3e28
75770.542566354,30.63754393,-95.02567842,12700.97,0.26,9.9,0x3e28
75770.542855485,30.64959291,-95.02349045,11935.32,0.75,14.4,0x3f20
75770.543218597,30.64606678,-95.02401361,11751.98,1.05,16.0,0x3d28
75770.547564007,30.64412646,-95.02143966,13081.08,0.42,7.5,0x3e20
75770.54787142,30.64921965,-95.02483427,13764.82,1.71,20.6,0x2fa8
75770.55167985,30.64290559,-95.02257943,12642.52,0.28,17.0,0x3b28
75770.555462507,30.63571242,-95.02796338,11750.7,1.24,2.0,0x3c28
75770.556804815,30.63525513,-95.02693971,12708.67,0.16,14.4,0x2e28
75770.557096194,30.63260185,-95.02704242,12572.87,0.22,0.6,0x3c28
75770.558278011,30.70003493,-95.1315887,6570.98,0.82,8.5,0x3a28
75770.561604293,30.63770805,-95.02206258,13827.49,2.67,20.7,0x2f28
75770.562245414,30.63731009,-95.02720159,11821.07,3.98,18.9,0x3f28
75770.56737391,30.68354858,-95.13335881,7556.64,0.25,9.2,0x3e28
75770.573304757,30.63197584,-95.01994479,12515.81,1.32,-0.1,0x3c28
75770.577646865,30.6225439,-95.02195061,12044.32,0.26,24.4,0x3e28
75770.579954808,30.6408954,-95.01567576,13306.76,0.3,-0.1,0x2d28
75770.580606689,30.61084926,-95.02665933,12050.86,0.33,12.0,0x3e28
75770.580824304,30.61623542,-95.031791,10845.94,3.65,21.8,0x2b28
75770.580915674,30.62522951,-95.02228199,11600.26,1.55,26.3,0x3b28
75770.581009923,30.62269347,-95.02244734,12371.83,0.22,17.5,0x2e28
75770.58112942,30.62471227,-95.02245662,12140.44,3.96,19.8,0x3f28
75770.664228036,30.68024059,-95.0384635,6048.51,0.36,3.7,0x3c28
75770.664819261,29.24905053,-95.72070929,26583.77,0.02,-2.3,0x3a28
75770.665248868,30.61452716,-95.03252183,13411.24,0.11,14.3,0x1f20
75770.700770306,30.69325284,-95.06776634,8390.47,0.08,1.8,0x3c28
75770.70154035,30.71671426,-95.08037199,9586.24,0.1,6.0,0x3e28
75770.732625646,30.55662452,-95.26242606,13662.28,3.18,38.2,0x0f88
75770.7329267,29.73741213,-95.31266182,50695.06,3.93,-5.3,0x3c28
75770.749917052,30.7192893,-95.08349954,13155.41,0.46,8.0,0x3e28
75770.751034413,30.6418038,-95.02376586,12809.3,0.07,0.7,0x3c28
75770.751223199,30.63720014,-95.02612245,12690.26,0.03,6.8,0x3e28
75770.813271373,30.67901028,-95.02107984,5737.65,0.57,6.4,0x3e28
75770.84052453,30.71304222,-95.11586638,11657.98,3.73,4.8,0x3c28
75770.841338896,30.69556615,-95.04727001,7102.17,1.27,12.8,0x2f28
75770.846287415,30.72681462,-95.11516948,11117.82,0.09,12.4,0x3e28
75770.847000895,30.72112601,-95.11846546,11156.74,0.22,6.7,0x3a28
