time,lat,lon,alt,reducedChi2,PdBW,mask
76166.405319691,30.58145643,-95.00015914,10616.53,0.13,-0.0,0x3c28
76166.408867219,30.57461912,-95.00646747,10660.56,2.86,13.9,0x3f28
76166.409680328,30.59136299,-94.99868997,11392.82,0.06,8.5,0x3e28
76166.414309838,30.56686178,-95.0022762,11567.34,0.37,11.0,0x3a28
76166.417204918,30.5650273,-95.00130412,11517.63,0.11,1.7,0x3c28
76166.417557282,30.56583737,-95.00396801,12179.94,2.41,8.3,0x3a28
76166.417669151,30.56956261,-95.00075635,11408.26,0.02,16.3,0x3e28
76166.418119611,30.56427591,-95.00158056,11528.15,0.27,11.9,0x3f28
76166.422971851,30.5595061,-95.00514502,11829.07,0.12,12.5,0x3e28
76166.42307463,30.5458291,-95.00864921,11737.35,2.79,15.8,0x3e28
76166.424238068,30.56192739,-95.00316049,11749.37,0.02,1.9,0x3c28
76166.571935881,30.66899687,-94.94183539,3837.21,2.59,-0.6,0x3c28
76166.58791885,30.61016239,-95.11828287,6914.82,0.8,15.2,0x3f28
76166.619099392,30.67100539,-94.93849878,4331.79,0.14,4.1,0x3e28
76166.866550814,30.67325434,-95.21778713,11325.61,0.08,0.1,0x3c28
76166.873908888,30.67636372,-95.21700703,10878.7,0.58,7.1,0x3e28
76166.875578793,30.67301609,-95.22011178,10940.51,1.57,17.4,0x3e28
76166.878189542,30.64182064,-95.21819874,9595.32,3.41,10.6,0x3e28
76166.882421056,30.66949255,-95.22039397,11371.06,0.32,8.1,0x3e28
76166.909523864,30.68128171,-95.22485021,12277.69,1.81,14.1,0x3f28
76166.985638408,30.71567125,-95.23332372,13438.66,0.17,10.8,0x3e20
76166.990634829,30.71040365,-95.2314846,14959.4,0.25,5.0,0x3f28
76167.001742485,30.70462164,-95.23960615,14755.59,0.02,11.6,0x3e28
76167.005689423,30.71179285,-95.23560462,14728.65,0.03,16.9,0x2f28
76167.008652107,30.71195351,-95.22829265,14490.12,0.04,11.1,0x3b08
76167.036867487,30.68359528,-95.20984475,10931.11,0.09,15.7,0x3fa8
76167.050787088,30.71013271,-95.21959184,13790.17,0.13,13.1,0x3e28
76167.051194612,30.71078946,-95.22797144,15313.26,0.55,8.9,0x2e28
76167.051291438,30.71279221,-95.23493235,14880.94,0.01,16.3,0x3a28
76167.099129683,30.66951964,-95.20842088,11385.53,0.28,7.6,0x3e28
76167.118773433,30.62512976,-95.21637148,8960.66,3.75,6.7,0x2e28
76167.136694183,30.66457699,-95.2025518,12030.97,0.1,16.4,0x3e28
76167.155711064,30.65650431,-95.19641028,11900.42,0.06,16.3,0x3a28
76167.156447783,30.69662305,-95.20716949,7548.33,0.68,10.5,0x3a28
76167.156597769,30.68527966,-95.19951745,6858.97,2.66,8.6,0x3e28
76167.16405206,30.68082913,-95.22702131,12013.79,0.03,12.8,0x3e08
76167.164298039,30.69978689,-95.22484531,13729.43,0.34,16.8,0x3f28
76167.180001925,30.69069157,-95.23524734,14017.56,2.02,14.7,0x3e28
76167.180828555,30.67561249,-95.21954201,12928.5,2.5,14.0,0x3e28
76167.22144026,30.7725309,-95.21731491,15633.33,1.13,18.0,0x3a28
76167.221580337,30.65514033,-95.19384412,11994.96,0.41,4.5,0x3c28
76167.22195418,30.69691886,-95.23746841,14870.48,0.41,13.9,0x3a28
76167.233552423,30.67115055,-95.19978513,13359.56,0.05,8.2,0x3e28
76167.328043341,30.6770285,-95.20738458,9612.73,0.21,8.6,0x3e08
76167.425587086,30.64309663,-95.18085368,4313.59,3.58,6.9,0x3e08
76167.426677125,30.68064874,-95.19710717,9953.57,0.22,6.0,0x27a0
76167.479394045,30.66382102,-95.20097999,14643.15,0.61,8.6,0x3e28
76167.514391604,30.68885585,-95.19642166,14631.01,0.1,16.9,0x2e28
76167.601165531,30.65977825,-95.20423448,11700.26,0.16,4.5,0x3c28
76167.601661246,29.98735482,-95.01012582,5396.28,2.12,1.9,0x3e08
76167.601823824,30.65313279,-95.20041668,13679.16,1.35,3.4,0x1e28
76167.601969845,30.67666729,-95.19845122,13164.38,2.82,9.7,0x3628
76167.602104842,30.67227643,-95.19609794,14481.5,1.78,17.0,0x3b28
76167.603662291,30.62549858,-95.1840808,6283.97,0.21,4.7,0x3f28
76167.64406287,30.63212872,-95.1734879,6517.01,0.15,1.6,0x3e28
76167.650771835,30.66603635,-95.22706584,14984.08,0.18,0.7,0x3c28
76167.696969967,30.64417266,-95.22605571,14343.41,0.74,18.1,0x3e28
76167.697063738,30.61300855,-95.23769496,14677.79,1.46,24.2,0x3e08
76167.72265924,30.66329571,-95.2311138,14353.54,0.27,10.7,0x2e28
76167.779536825,30.61323185,-95.15435218,6342.66,1.28,0.8,0x1e28
76167.804715805,30.64500643,-95.17525025,7991.91,0.17,7.9,0x3a28
76167.805381838,30.67231205,-95.19865568,14054.54,1.95,7.0,0x2e28
76167.805603433,30.64079291,-95.22686703,14289.11,1.86,20.6,0x3e28
76169.339131379,30.68296481,-95.18891015,10011.68,2.63,11.9,0x3d08
76169.527031053,30.68566067,-95.15547017,6025.74,0.06,9.7,0x3e28
76169.599908613,30.68474544,-95.15795121,6994.64,0.6,4.9,0x3a28
76169.605835267,30.61818085,-95.23856441,7984.45,3.59,19.0,0x3e28
76169.609000376,30.70510253,-95.14426504,4550.03,0.25,11.4,0x3a28
76169.6091564,30.64721344,-95.13779463,6280.84,3.13,-5.1,0x3f20
76169.6142958,30.65722215,-95.16819707,8578.28,0.17,2.7,0x1e28
76169.623549521,30.69039486,-95.18651973,5739.4,0.28,6.2,0x3e28
76169.629770497,30.69154731,-95.18108843,8456.09,0.46,9.3,0x3a28
76169.715148896,30.64576492,-95.1498634,5528.34,2.18,5.3,0x2e28
76169.724246285,30.67142237,-95.23070729,6361.6,0.67,-1.4,0x3c28
76170.774083976,30.70638443,-95.23693842,11095.67,0.3,13.2,0x3a28
76170.879346666,30.68760397,-95.24919166,14106.27,3.27,11.2,0x3c28
76170.880719505,30.70399461,-95.24495829,13167.36,0.38,2.3,0x3c28
76170.888872954,30.71021788,-95.25041341,14269.85,0.66,17.3,0x3b28
76170.893495366,30.70514696,-95.25313244,14188.1,0.62,8.7,0x3e28
76170.921459352,30.7228945,-95.25629558,14156.4,0.43,10.9,0x3e08
76170.928116777,30.69984598,-95.25323416,13252.81,0.37,11.5,0x3a28
76170.949307753,30.7233739,-95.25061903,15269.06,0.29,15.1,0x3e28
76170.95331676,30.69132109,-95.245275,14733.23,0.31,8.9,0x3e28
76170.970770283,30.68678574,-95.25722012,14441.42,0.46,3.7,0x3e28
76170.973326256,30.69059752,-95.25467886,14157.25,0.99,9.7,0x3a28
76170.974694329,30.68749554,-95.24526802,14757.0,0.29,7.8,0x3f28
76170.979020811,30.70772271,-95.23695106,22459.05,3.37,12.7,0x2d28
76170.979549845,30.67701618,-95.25403934,14351.38,0.47,11.1,0x3e28
76171.041889982,30.6908354,-95.2510384,14733.07,0.3,24.0,0x3f28
76171.042031254,30.72264402,-95.23087479,8978.23,0.58,10.4,0x3a28
76171.120907244,30.68745185,-95.24917129,14855.84,0.46,11.1,0x3e28
76171.176904142,30.70385001,-95.23886909,10711.79,0.45,6.9,0x3a28
76171.254775901,30.6845183,-95.24409792,9546.67,0.41,8.6,0x3e28
76171.408261731,30.66653461,-95.18158218,11607.98,0.63,13.5,0x3e28
76171.413383244,30.66555197,-95.18405628,11713.66,0.01,0.7,0x2e28
76171.426244962,30.66363568,-95.18160651,11888.53,0.07,4.9,0x3a28
76171.464958005,30.65254572,-95.18082613,14707.26,0.24,9.0,0x3e28
76171.496392417,30.67988032,-95.16398832,14170.32,0.56,-0.3,0x3c28
76171.503179553,30.6416487,-95.16752308,14491.34,1.3,10.0,0x3e28
76171.504146402,30.66585581,-95.16268734,14168.72,3.54,9.2,0x1e28
76171.510528463,30.65553482,-95.16502083,14693.87,0.75,9.1,0x3a28
76171.514686254,30.65755973,-95.15931968,14323.03,1.82,12.1,0x3e28
76171.518115951,30.65302393,-95.16639949,13817.22,3.17,20.3,0x3e28
76171.5200108,30.6549992,-95.16933685,14373.16,0.47,13.7,0x3e08
76171.520813111,30.65333801,-95.15624579,13954.82,0.29,8.1,0x3e08
76171.521284204,30.6579324,-95.16447087,14580.86,0.51,21.8,0x3e08
76171.555889255,30.64969903,-95.16223127,14362.39,0.24,12.7,0x3f28
76171.565897771,30.6824136,-95.1846931,9117.6,1.09,7.3,0x3e08
76171.572810625,30.67983608,-95.17603433,9239.06,1.0,6.8,0x3a28
76171.600379064,30.67663344,-95.18941671,9788.03,0.43,13.8,0x2e28
76171.617711924,30.67570504,-95.18315637,10393.03,0.34,11.1,0x3e28
76171.617771523,30.68249306,-95.18354559,10429.43,0.14,9.7,0x3a28
76171.669220607,30.68663967,-95.18362296,11434.83,2.75,17.6,0x2e28
76171.68601534,30.66821384,-95.34864001,88971.72,2.48,13.5,0x1b28
76171.689998428,30.6790407,-95.17500539,10828.59,1.5,18.1,0x3f28
76171.690165256,30.63397648,-95.18887821,11696.05,2.87,22.0,0x2e28
76171.761260788,30.6679978,-95.17531172,11231.17,4.05,11.8,0x3e08
76171.763101409,30.65146339,-95.17922854,10796.25,1.02,11.9,0x2f28
76171.764948676,30.66356899,-95.18651968,9658.24,0.82,10.3,0x2e28
76171.807345335,30.64891774,-95.19757111,6640.07,0.27,6.4,0x3e28
76171.847188337,30.65699574,-95.19096745,9433.25,0.28,7.1,0x3e28
76171.84753952,30.67140005,-95.18127553,11460.97,0.19,17.4,0x3e28
76171.847690982,30.6560543,-95.17911,14059.84,0.21,9.3,0x1d28
76171.8489972,30.64332982,-95.20023073,5937.21,1.78,8.6,0x3a28
76171.858972134,30.6717329,-95.17291099,11508.6,0.87,7.3,0x3e28
76171.86015309,30.64037946,-95.19896887,7148.35,0.18,3.8,0x3e20
76171.868486509,30.67268263,-95.16076741,11112.58,0.65,6.8,0x3a28
76171.869015343,30.6636193,-95.18483179,9532.56,0.55,12.5,0x3e28
76171.870775735,30.6729785,-95.16151439,11088.82,0.08,9.0,0x3a28
76171.873978945,30.66526212,-95.15963886,11337.4,0.92,8.1,0x3e28
76171.902101713,30.66496103,-95.25957278,10595.26,3.42,6.9,0x3d20
76171.960495303,30.59726243,-95.20439522,5851.2,4.4,7.7,0x3e08
76171.960654222,30.59065347,-95.20724651,9785.83,4.85,8.8,0x3928
76171.96098371,30.66949524,-95.18343509,12592.73,2.74,10.2,0x3e28
76171.961502938,30.66275548,-95.17876994,13372.08,1.3,6.4,0x3e08
76171.964932633,30.66932771,-95.15970153,11342.15,0.15,6.7,0x2e28
76171.979949135,30.66715192,-95.16077284,11231.91,0.51,14.0,0x3f08
76171.980378523,30.61848062,-95.20114212,6234.39,0.16,9.8,0x3e28
76171.986791979,30.64742776,-95.16082755,10514.7,1.24,9.4,0x3e28
76171.994078113,30.6602275,-95.15370532,10975.67,0.43,10.6,0x3e28
76171.994178907,30.66116926,-95.15491771,11025.85,0.21,13.5,0x3e28
76172.007623116,30.66089687,-95.1511548,10979.06,0.17,10.6,0x3e28
76172.016913837,30.66305222,-95.14580298,10312.36,2.41,5.7,0x3e28
76172.017865852,30.66812763,-95.14608697,11021.94,0.15,8.2,0x3e20
76172.018119277,30.66631371,-95.14772717,11027.54,0.48,10.6,0x3e28
76172.020348161,30.6685994,-95.1460786,10973.7,0.32,17.4,0x3e28
76172.609071672,30.68372311,-95.20594751,11364.18,0.09,10.1,0x3e28
76172.638211498,30.688357,-95.20672995,12590.11,0.1,11.1,0x3e28
76172.645415792,30.68447018,-95.20723956,12569.8,0.82,10.8,0x3e28
76172.64700602,30.68865337,-95.20685176,12653.49,0.07,7.2,0x3e28
76172.661593051,30.68369531,-95.21321453,11794.13,0.62,1.4,0x3c28
76172.725872256,30.68458047,-95.2107163,12835.74,0.02,5.3,0x3e20
76172.762254773,30.68945953,-95.2126464,12481.14,0.16,12.8,0x3e28
76172.798191663,30.68154213,-95.20608672,11270.19,0.09,8.1,0x3e28
76172.798432516,30.64122804,-95.22456343,12446.35,4.52,1.4,0x26a8
76172.852211307,30.7118206,-95.21220685,12438.41,2.83,13.6,0x3e28
76172.852405399,30.67411923,-95.20250102,11955.0,1.23,9.9,0x3e08
76172.899130379,30.69915623,-95.20226046,11976.91,0.38,23.4,0x3e28
76172.931497593,30.68047707,-95.20759273,9059.11,0.76,6.7,0x3e28
76172.984072542,30.68252579,-95.2054184,12457.51,0.07,16.0,0x3e28
76173.437073808,30.68443278,-95.23935162,15290.18,0.4,6.1,0x3c28
76173.450335716,30.68182189,-95.24104929,14854.09,0.17,8.7,0x3e28
76173.60009236,30.68563107,-95.23532576,15273.63,0.04,13.6,0x3e08
76173.694067897,30.67824397,-95.24692548,13294.66,0.52,10.1,0x3e28
76174.797781651,30.71370856,-95.22020277,11269.57,2.01,8.4,0x3f28
76174.800376673,30.69471315,-95.22084493,10306.12,0.59,12.7,0x3a28
76174.816776361,30.81496021,-95.18728275,11708.67,4.75,10.5,0x2aa8
76174.870206464,30.71148072,-95.22501816,12778.82,0.19,12.0,0x3e28
76174.894367928,30.72240424,-95.22270988,13974.39,0.92,8.8,0x2e28
76174.957669604,30.72505071,-95.21546173,12632.98,0.2,8.3,0x2e28
76174.976471229,30.7126023,-95.21863238,12600.81,0.67,9.4,0x2e28
76175.041897712,30.70943274,-95.21765484,12799.68,0.38,12.5,0x3e28
76175.105025999,30.72972781,-95.20896235,13712.07,0.61,21.1,0x3e28
76175.116677285,30.69006862,-95.21911388,12952.13,3.82,6.8,0x3a28
76175.254925302,30.71013674,-95.21751904,12943.83,0.35,9.9,0x3a28
76176.450522716,30.66784632,-95.19422391,9779.74,0.15,5.7,0x2e28
76176.455868403,30.67780095,-95.17893674,14652.13,0.12,8.0,0x3a28
76176.4563005,30.66769717,-95.2000984,14356.91,0.04,12.6,0x3e28
76176.498458962,30.66426361,-95.19710503,14703.18,0.05,8.1,0x3e28
76176.504122582,30.66925174,-95.19189949,12518.37,0.01,6.2,0x3e28
76176.51614002,30.67420029,-95.19100836,9782.95,0.14,6.2,0x3e28
76176.584949955,30.64086869,-95.21712283,14720.81,0.02,6.0,0x3e28
76176.599411475,30.6473985,-95.21847156,15215.09,0.06,13.3,0x2f28
76176.605417764,30.63685692,-95.22590779,14940.58,0.15,1.4,0x3c28
76176.60628761,30.67694912,-95.19275558,8132.99,1.54,6.7,0x3a28
76176.609374313,30.64731194,-95.22408171,15419.55,0.14,7.9,0x3f08
76176.611624537,30.64074664,-95.21367192,14425.81,1.04,14.8,0x3b28
76176.635969544,30.63427241,-95.21166787,14027.39,0.06,9.5,0x3f28
76176.636619886,30.6599256,-95.19500281,8461.76,0.04,10.2,0x2e28
76176.636791639,30.61895188,-95.20816333,13916.45,0.07,6.7,0x3a28
76176.648931383,30.65323645,-95.20739416,13789.54,0.8,4.0,0x3e20
76176.650025198,30.61553025,-95.21308645,13438.97,0.1,6.9,0x3a28
76176.651480619,30.61574746,-95.21517867,14187.3,3.97,11.6,0x3e08
76176.652057551,30.59109759,-95.21369291,12228.08,0.94,6.4,0x1e28
76176.674700545,30.60493713,-95.18842942,14011.85,0.17,3.0,0x1e28
76176.679686421,30.66197912,-95.1941237,8881.57,0.39,8.1,0x3e28
76176.721292675,30.58477359,-95.19083245,14509.53,0.01,9.1,0x3e28
76176.725629776,30.66835521,-95.19255789,8861.07,0.02,7.1,0x3a28
76176.732721899,30.58310287,-95.19364893,13611.33,4.73,26.1,0x3f08
76176.740297973,30.58229603,-95.19370951,13952.23,0.1,10.1,0x3a28
76176.741739954,30.58728163,-95.19600204,13948.12,4.46,6.0,0x3a28
76176.742287498,30.56760661,-95.1903766,13509.71,0.75,9.1,0x3e28
76176.749700966,30.67195441,-95.21372016,8850.58,0.21,11.5,0x3e28
76176.74990439,30.60500428,-95.20274096,14960.94,2.35,11.0,0x3a28
76176.755939501,30.55720418,-95.20620918,13717.41,0.02,17.9,0x2e28
76176.758125945,30.59791769,-95.20154536,15219.02,2.19,18.5,0x3e28
76176.758775716,30.56788888,-95.20373002,13855.81,0.03,8.8,0x3e28
76176.760445729,30.57170372,-95.20807989,14131.92,0.01,10.1,0x3e28
76176.791503769,30.66617157,-95.18935627,10938.84,1.14,4.9,0x3a28
76176.793647199,30.65738394,-95.21471956,15519.48,0.12,10.5,0x3e28
76176.833835784,30.66751265,-95.19190464,10032.55,0.6,7.1,0x3e28
76176.855239678,30.64672834,-95.14827322,8287.15,1.24,-0.5,0x3c28
76176.859327894,30.69787582,-95.19724268,9676.22,1.55,13.0,0x3a28
76176.868747111,30.63077046,-95.16177547,6803.17,1.3,14.3,0x3e28
76176.869359368,30.65909227,-95.18512884,10709.01,0.07,16.9,0x3e28
76176.873305546,30.63112996,-95.17551009,6667.74,0.03,-0.8,0x3e20
76176.878001802,30.63848772,-95.20829386,9263.02,0.08,3.5,0x2f28
76176.938738454,30.66536281,-95.18824755,11479.47,0.24,17.2,0x3ba8
76176.938845494,30.6893795,-95.18788277,13955.64,0.77,20.3,0x2728
76176.93918599,30.58424817,-95.19493161,15787.29,2.17,33.6,0x2b28
76176.939522793,30.66995982,-95.20610189,14905.02,2.64,12.4,0x0f28
76176.939811086,30.61933115,-95.19571958,9014.59,0.11,10.4,0x2e28
76176.943820419,30.64256637,-95.19693864,8079.98,0.12,19.2,0x2f28
76177.017699619,30.62151028,-95.13853694,7073.94,0.05,12.9,0x3e08
76177.019196245,30.59784182,-95.19772074,14234.76,0.0,6.1,0x3c28
76177.022092471,30.67680983,-95.10415367,6205.74,3.12,7.6,0x3a28
76177.022656812,30.60626863,-95.11140854,8280.89,3.31,2.5,0x3c28
76177.023377033,30.68905023,-95.21229872,15859.19,2.88,9.5,0x3e08
76177.039069534,30.62130281,-95.21441885,12936.72,0.33,11.9,0x3f28
76177.039558553,30.62034301,-95.21531746,12901.26,0.9,9.8,0x3e28
76177.091098027,30.66167184,-95.21277837,15479.53,0.36,12.5,0x3a28
76177.094027854,30.66103035,-95.17962601,14960.64,1.78,15.4,0x3e28
76177.095607248,30.60185763,-95.19471225,14445.6,3.73,5.1,0x3a28
76177.096772202,30.56135145,-95.19953848,14134.82,0.99,8.1,0x3e28
76177.140461033,30.60598612,-95.12731047,6833.44,0.19,5.3,0x3a28
76178.511720761,30.67455721,-95.21411163,11892.09,0.2,6.2,0x3e28
76178.522093835,30.66595739,-95.21078845,11623.32,0.12,7.1,0x3e28
76178.542524642,30.67296205,-95.21083985,11376.54,0.08,5.3,0x1e28
76178.543284609,30.66482073,-95.21068968,10418.47,0.92,6.6,0x3e28
76178.544764702,30.66119273,-95.21179104,11321.74,0.56,3.1,0x3e20
76178.544963649,30.66981487,-95.21287193,11118.55,0.0,6.4,0x3a28
76178.563423266,30.66341794,-95.2143678,11517.99,0.05,10.0,0x3e28
76178.565834052,30.65832863,-95.21405054,11360.0,0.19,16.3,0x3e28
76178.566219449,30.66741574,-95.21280832,11368.7,1.24,6.6,0x3e28
76178.567188251,30.65501979,-95.21276911,11604.05,2.94,13.3,0x3e28
76178.574212758,30.66424559,-95.21140474,11736.47,0.05,13.4,0x3e28
76178.574627573,30.66484896,-95.21075579,11634.82,0.04,14.4,0x3e28
76178.683980957,30.68372324,-95.209949,11381.29,1.67,17.9,0x3b28
76178.694711045,30.68315575,-95.20912594,11221.36,0.2,9.1,0x3e28
76178.751645115,30.64309842,-95.18079844,12638.31,2.33,14.5,0x3a28
76178.862828563,30.62468626,-95.16439309,14429.13,0.77,8.9,0x3e28
76178.875657732,30.65402694,-95.23749511,14854.31,1.15,0.8,0x3628
76178.876359055,30.62651877,-95.17653815,14109.67,1.87,16.4,0x3e08
76178.876563282,30.6214329,-95.17372406,13600.34,0.04,8.5,0x3a28
76178.876634122,30.63328753,-95.16842413,13242.93,4.15,6.7,0x3a28
76178.876852277,30.63832918,-95.15745367,14527.12,0.88,0.7,0x1f20
76178.89337112,30.62332279,-95.17130748,13539.87,0.1,10.9,0x3e28
76178.96745092,30.65350366,-95.18141163,10004.54,0.28,6.6,0x3e28
76178.967508457,30.65240328,-95.18114053,10298.54,0.12,1.5,0x3c28
76178.967798467,30.65052525,-95.18025524,11149.9,1.56,22.2,0x3e28
76178.968012477,30.63243704,-95.17526526,14113.41,0.17,21.0,0x3e28
76178.968308656,30.66401148,-95.19099814,8083.23,0.23,6.4,0x3a28
76179.006281325,30.61354202,-95.17617592,13456.42,0.34,10.5,0x3f28
76179.017159696,30.64724937,-95.1932897,9366.89,3.58,9.9,0x3a28
76179.037122842,30.66053769,-95.17879679,12959.5,2.81,16.4,0x2e28
76179.037260282,30.64496273,-95.17849291,14338.2,0.93,16.0,0x3e08
76179.151735645,30.67044007,-95.2522647,13871.46,1.82,10.2,0x1f28
76180.238578002,30.66207073,-95.23605443,14044.48,0.95,19.2,0x2f08
76180.555351363,30.68473493,-95.17769865,11481.43,0.08,5.8,0x3a28
76180.558019696,30.68662687,-95.17666604,11598.0,0.11,5.8,0x3e28
76180.587231886,30.68222811,-95.16581528,11748.09,1.65,7.8,0x3e08
76180.596597492,30.69306977,-95.16550342,11376.23,0.08,10.2,0x3e28
76180.596716279,30.68896424,-95.16680593,10953.67,0.83,14.3,0x3f28
76180.636601024,30.66746202,-95.17890741,10517.73,0.99,9.1,0x3e28
76180.636932501,30.66725725,-95.18213454,11086.9,0.34,10.1,0x3a28
76180.654030996,30.67860392,-95.1868915,10830.27,0.5,-2.4,0x3d28
76180.67511767,30.65973028,-95.15870658,11367.18,4.07,7.6,0x3a28
76180.675467309,30.68828049,-95.15365159,11065.25,0.26,9.7,0x3e28
76180.676398957,30.68723364,-95.1530185,11079.08,0.26,8.2,0x3e28
76180.725351526,30.6749358,-95.1647047,10676.43,0.36,8.2,0x3e28
76180.745925996,30.67088415,-95.15279461,11321.66,0.29,-0.8,0x3c28
76180.746644274,30.65948739,-95.15239336,11522.8,1.83,8.9,0x3a28
76180.748900183,30.6684127,-95.15337557,11773.43,0.49,9.2,0x3a28
76180.75083018,30.67521088,-95.15133935,10253.47,3.21,12.6,0x3e28
76180.786693192,30.66688394,-95.1493638,12132.21,0.31,9.9,0x3e08
76180.786859606,30.66245564,-95.15086714,12519.52,0.39,8.4,0x3e08
76180.787048502,30.66668835,-95.15195352,11164.5,4.72,6.8,0x3d28
76180.787110933,30.67026141,-95.1493509,12001.4,0.21,11.2,0x3a28
76180.78748559,30.66536394,-95.1449785,11884.51,1.67,14.6,0x3f28
76180.788148591,30.69749977,-95.17457253,8237.52,0.06,8.4,0x2e28
76180.794977296,30.40799122,-95.23601619,10003.72,2.43,1.4,0x2b28
76180.796348289,30.67712836,-95.1373583,13356.85,4.36,-0.3,0x3c28
76180.796957571,30.66638044,-95.12929053,13423.93,0.25,14.2,0x3e28
76180.797387243,30.66166991,-95.12762024,12995.87,0.59,5.5,0x3f28
76180.799531545,30.64276898,-95.13381115,13522.9,2.97,17.1,0x3e08
76180.800204756,30.67288489,-95.14327013,13924.46,0.1,11.7,0x3f28
76180.800733796,30.70258733,-95.18121206,8919.49,0.12,9.4,0x3a28
76180.85170034,30.70965306,-95.17504791,12596.63,0.85,12.2,0x3e28
76180.877425841,30.67742987,-95.17973506,11065.41,0.25,11.1,0x3e28
76180.877684713,30.64591343,-95.13071936,13365.85,3.26,13.5,0x3d28
76180.890790394,30.67945635,-95.184132,10436.61,0.25,12.1,0x3e28
76180.891273929,30.66735124,-95.1020089,14743.38,1.01,16.0,0x2f28
76180.891868947,30.6594043,-95.10426322,12559.67,0.2,0.9,0x3c28
76180.894451415,30.66638575,-95.10257795,12646.6,0.16,10.2,0x3e28
76180.895137973,30.67523716,-95.10899837,12976.23,1.86,8.3,0x3e28
76180.89608125,30.65831356,-95.11131508,12802.87,0.13,20.4,0x3e28
76180.898065889,30.66909382,-95.17159865,7023.84,0.24,7.4,0x2e28
76180.898303999,30.67068897,-95.10236011,13017.18,1.05,15.4,0x3e08
76180.89963587,30.66172803,-95.20244486,8218.39,3.09,11.7,0x3a28
76180.915476509,30.63322614,-95.10493581,13376.1,1.77,0.3,0x3c28
76180.92056536,30.67801042,-95.16418368,7162.09,0.56,13.1,0x3e28
76180.925132259,30.64737308,-95.1023899,12522.89,0.14,7.0,0x3a28
76180.925706874,30.65668757,-95.09979682,12930.97,0.84,9.0,0x3a28
76180.928368909,30.66781559,-95.09866563,13073.65,1.28,13.8,0x3e28
76180.930528299,30.74265453,-95.20734002,7587.57,3.84,18.2,0x3e28
76180.932177013,30.6476178,-95.09259051,12857.16,0.02,9.2,0x3e28
76180.9349821,30.64604976,-95.09606472,13490.57,0.08,1.8,0x3c28
76180.937065254,30.67551,-95.17036712,7170.7,0.29,11.4,0x2e28
76180.939076401,30.64560149,-95.09615247,13555.46,0.29,16.0,0x3f28
76180.939175563,30.64515812,-95.09644137,13502.11,0.09,8.2,0x3e28
76180.940747011,30.64826266,-95.09564273,13742.85,2.03,16.7,0x3fa0
76180.942260561,30.63867133,-95.11530637,12385.15,0.2,7.6,0x3e28
76180.945338781,30.64428406,-95.10780622,12989.72,0.98,21.3,0x3fa8
76180.950053546,30.63456929,-95.11069682,12467.5,0.19,11.5,0x3e28
76180.981432291,30.71629757,-95.1439564,4028.25,2.64,5.4,0x3b08
76181.013389991,30.69850811,-95.17425525,11152.13,0.26,12.5,0x2e28
76181.013548771,30.66979494,-95.18076948,11482.07,0.95,9.6,0x3e08
76181.014007403,30.68603582,-95.17119321,11413.63,1.13,9.3,0x2e28
76181.014507803,30.68837029,-95.16853512,11367.27,0.05,6.4,0x3e08
76181.038724643,30.68548397,-95.17694689,11456.45,0.07,7.3,0x3a28
76181.038972782,30.67166978,-95.16245713,10755.07,0.24,6.2,0x3e28
76181.039359044,30.6352889,-95.11730138,8416.37,1.05,5.1,0x3d20
76181.127687557,30.67736979,-95.18050147,11002.0,0.06,16.3,0x3f28
76181.128649652,30.63115913,-95.12105165,12671.01,4.22,10.9,0x3f00
76181.136310142,30.62990547,-95.12865624,12406.24,0.21,-0.5,0x3c28
76181.138928536,30.63200271,-95.13227528,12720.54,0.04,13.9,0x3e28
76181.140548624,30.63822976,-95.11205118,11108.7,1.28,1.5,0x3c28
76181.14519207,30.61644691,-95.11962939,12443.72,0.61,15.2,0x3e08
76181.145912161,30.62747946,-95.11590561,12566.3,0.41,17.5,0x3f88
76181.148690866,30.68041738,-95.16968258,8312.04,0.26,8.7,0x3e28
76181.150889886,30.62591004,-95.1103198,13835.41,3.58,17.8,0x2f28
76181.154130337,30.6349261,-95.13289911,12681.55,0.03,14.8,0x3e28
76181.158195153,30.61647531,-95.13267137,11585.03,3.27,16.5,0x3e28
76181.162436094,30.68086832,-95.18372115,10380.5,0.18,10.4,0x3e08
76181.162796417,30.63948928,-95.1356897,12717.82,0.12,6.3,0x3a28
76181.163778449,30.6215743,-95.13787139,12405.6,0.34,15.2,0x2e28
76181.168912908,30.62367161,-95.13597631,11985.31,0.1,6.5,0x3e28
76181.181144273,30.67561318,-95.1296063,11576.82,0.37,16.6,0x3e20
76181.184532914,30.61889717,-95.10807574,11618.39,1.32,18.9,0x3b20
76181.184711127,30.62421364,-95.11650861,12439.19,0.03,17.3,0x3e28
76181.190217128,30.61632399,-95.11306889,12551.53,1.03,21.6,0x3fa8
76181.238466451,30.68613363,-95.13502664,8984.48,0.05,11.3,0x3a28
76181.26894726,30.6276279,-95.1353307,12351.82,0.34,12.1,0x3e08
76181.374382453,30.66845793,-95.16205867,10810.26,0.01,8.6,0x3e28
76181.374594179,30.63457219,-95.11011045,7706.3,0.08,12.0,0x3e28
76181.383451071,30.61914682,-95.11135564,12905.83,0.4,11.4,0x3e28
76181.385053627,30.61705752,-95.10378141,11856.26,0.32,1.4,0x3c28
76181.391980841,30.64999725,-95.12924574,8742.82,1.12,-0.9,0x3c28
